Country;Protected area;Question;Type of value;Stakeholder;Value;Potential (value)
Albania;NP Llogara;Genetic material;Economic importance of value;Global community;0;0
Albania;NP Llogara;Climate change mitigation;Importance of value;Global community;0;0
Albania;NP Llogara;Climate change mitigation;Economic importance of value;Global community;0;0
Albania;NP Llogara;Soil stabilization;Importance of value;Global community;0;0
Albania;NP Llogara;Soil stabilization;Economic importance of value;Global community;0;0
Albania;NP Llogara;Flood prevention;Importance of value;Global community;0;0
Albania;NP Llogara;Flood prevention;Economic importance of value;Global community;0;0
Albania;NP Llogara;Water quality & quantity;Importance of value;Global community;0;0
Albania;NP Llogara;Water quality & quantity;Economic importance of value;Global community;0;0
Albania;NP Llogara;Pollination & honey production;Importance of value;Global community;0;0
Albania;NP Llogara;Pollination & honey production;Economic importance of value;Global community;0;0
Albania;NP Llogara;Nature materials;Importance of value;Global community;0;0
Albania;NP Llogara;Nature materials;Economic importance of value;Global community;0;0
Albania;NP Llogara;Wood;Importance of value;Global community;0;0
Albania;NP Llogara;Wood;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Nature conservation;Importance of value;Global community;1;0
Slovenia;PP Logarska Dolina;Nature conservation;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Jobs in Protected Areas;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Hunting;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Hunting;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Wild food plants and mushrooms;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Fishing;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Fishing;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Traditional agriculture;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Traditional agriculture;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Livestock grazing;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Livestock grazing;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Commercial & non-commercial water use;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Cultural & historical values;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Cultural & historical values;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Specific site value;Importance of value;Global community;2;0
Slovenia;PP Logarska Dolina;Medicinal herbs;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Medicinal herbs;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Medicinal herbs;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Tourism & recreation;Importance of value;Global community;1;0
Slovenia;PP Logarska Dolina;Tourism & recreation;Economic importance of value;Global community;1;0
Slovenia;PP Logarska Dolina;Building knowledge;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Building knowledge;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Formal & informal education;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Formal & informal education;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Genetic material;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Genetic material;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Climate change mitigation;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Climate change mitigation;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Soil stabilization;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Soil stabilization;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Flood prevention;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Flood prevention;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Water quality & quantity;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Water quality & quantity;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Pollination & honey production;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Pollination & honey production;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Nature materials;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Nature materials;Economic importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Wood;Importance of value;Global community;0;0
Slovenia;PP Logarska Dolina;Wood;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Nature conservation;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Nature conservation;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Jobs in Protected Areas;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Hunting;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Hunting;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Wild food plants and mushrooms;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Fishing;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Fishing;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Traditional agriculture;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Traditional agriculture;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Livestock grazing;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Livestock grazing;Economic importance of value;Global community;0;1
Croatia;PP Lonjsko Polje;Commercial & non-commercial water use;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Cultural & historical values;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Cultural & historical values;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Specific site value;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Medicinal herbs;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Tourism & recreation;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Tourism & recreation;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Building knowledge;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Building knowledge;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Formal & informal education;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Formal & informal education;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Genetic material;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Genetic material;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Climate change mitigation;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Climate change mitigation;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Soil stabilization;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Soil stabilization;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Flood prevention;Importance of value;Global community;1;0
Croatia;PP Lonjsko Polje;Flood prevention;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Water quality & quantity;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Water quality & quantity;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Pollination & honey production;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Pollination & honey production;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Nature materials;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Nature materials;Economic importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Wood;Importance of value;Global community;0;0
Croatia;PP Lonjsko Polje;Wood;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Nature conservation;Importance of value;Global community;1;0
Montenegro;NP Lovćen;Nature conservation;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Jobs in Protected Areas;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Hunting;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Hunting;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Wild food plants and mushrooms;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Fishing;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Fishing;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Traditional agriculture;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Traditional agriculture;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Livestock grazing;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Livestock grazing;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Commercial & non-commercial water use;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Cultural & historical values;Importance of value;Global community;1;0
Montenegro;NP Lovćen;Cultural & historical values;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Specific site value;Importance of value;Global community;1;0
Montenegro;NP Lovćen;Medicinal herbs;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Medicinal herbs;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Medicinal herbs;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Tourism & recreation;Importance of value;Global community;1;0
Montenegro;NP Lovćen;Tourism & recreation;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Building knowledge;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Building knowledge;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Formal & informal education;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Formal & informal education;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Genetic material;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Genetic material;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Climate change mitigation;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Climate change mitigation;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Soil stabilization;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Soil stabilization;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Flood prevention;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Flood prevention;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Water quality & quantity;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Water quality & quantity;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Pollination & honey production;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Pollination & honey production;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Nature materials;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Nature materials;Economic importance of value;Global community;0;0
Montenegro;NP Lovćen;Wood;Importance of value;Global community;0;0
Montenegro;NP Lovćen;Wood;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Nature conservation;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Nature conservation;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Jobs in Protected Areas;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Hunting;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Hunting;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Wild food plants and mushrooms;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Fishing;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Fishing;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Traditional agriculture;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Traditional agriculture;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Livestock grazing;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Livestock grazing;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Commercial & non-commercial water use;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Cultural & historical values;Importance of value;Global community;1;0
Albania;NP Mali i Tomorrit;Cultural & historical values;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Specific site value;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Medicinal herbs;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Medicinal herbs;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Medicinal herbs;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Tourism & recreation;Importance of value;Global community;1;0
Albania;NP Mali i Tomorrit;Tourism & recreation;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Building knowledge;Importance of value;Global community;1;0
Albania;NP Mali i Tomorrit;Building knowledge;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Formal & informal education;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Formal & informal education;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Genetic material;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Genetic material;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Climate change mitigation;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Climate change mitigation;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Soil stabilization;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Soil stabilization;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Flood prevention;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Flood prevention;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Water quality & quantity;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Water quality & quantity;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Pollination & honey production;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Pollination & honey production;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Nature materials;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Nature materials;Economic importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Wood;Importance of value;Global community;0;0
Albania;NP Mali i Tomorrit;Wood;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Nature conservation;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Nature conservation;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Jobs in Protected Areas;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Hunting;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Hunting;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Wild food plants and mushrooms;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Fishing;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Fishing;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Traditional agriculture;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Traditional agriculture;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Livestock grazing;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Livestock grazing;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Commercial & non-commercial water use;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Cultural & historical values;Importance of value;Global community;2;0
Macedonia;NP Mavrovo;Cultural & historical values;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Specific site value;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Medicinal herbs;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Medicinal herbs;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Medicinal herbs;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Tourism & recreation;Importance of value;Global community;1;0
Macedonia;NP Mavrovo;Tourism & recreation;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Building knowledge;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Building knowledge;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Formal & informal education;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Formal & informal education;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Genetic material;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Genetic material;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Climate change mitigation;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Climate change mitigation;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Soil stabilization;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Soil stabilization;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Flood prevention;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Flood prevention;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Water quality & quantity;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Water quality & quantity;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Pollination & honey production;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Pollination & honey production;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Nature materials;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Nature materials;Economic importance of value;Global community;0;0
Macedonia;NP Mavrovo;Wood;Importance of value;Global community;0;0
Macedonia;NP Mavrovo;Wood;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Nature conservation;Importance of value;Global community;0;0
Croatia;PP Medvednica;Nature conservation;Economic importance of value;Global community;0;1
Croatia;PP Medvednica;Jobs in Protected Areas;Importance of value;Global community;0;0
Croatia;PP Medvednica;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Hunting;Importance of value;Global community;0;0
Croatia;PP Medvednica;Hunting;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Wild food plants and mushrooms;Importance of value;Global community;0;0
Croatia;PP Medvednica;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Fishing;Importance of value;Global community;0;0
Croatia;PP Medvednica;Fishing;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Traditional agriculture;Importance of value;Global community;0;0
Croatia;PP Medvednica;Traditional agriculture;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Livestock grazing;Importance of value;Global community;0;0
Croatia;PP Medvednica;Livestock grazing;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Commercial & non-commercial water use;Importance of value;Global community;0;0
Croatia;PP Medvednica;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Cultural & historical values;Importance of value;Global community;0;0
Croatia;PP Medvednica;Cultural & historical values;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Specific site value;Importance of value;Global community;0;0
Croatia;PP Medvednica;Medicinal herbs;Importance of value;Global community;0;0
Croatia;PP Medvednica;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Tourism & recreation;Importance of value;Global community;1;0
Croatia;PP Medvednica;Tourism & recreation;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Building knowledge;Importance of value;Global community;1;0
Croatia;PP Medvednica;Building knowledge;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Formal & informal education;Importance of value;Global community;1;0
Croatia;PP Medvednica;Formal & informal education;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Genetic material;Importance of value;Global community;0;0
Croatia;PP Medvednica;Genetic material;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Climate change mitigation;Importance of value;Global community;0;0
Croatia;PP Medvednica;Climate change mitigation;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Soil stabilization;Importance of value;Global community;0;0
Croatia;PP Medvednica;Soil stabilization;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Flood prevention;Importance of value;Global community;0;0
Croatia;PP Medvednica;Flood prevention;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Water quality & quantity;Importance of value;Global community;0;0
Croatia;PP Medvednica;Water quality & quantity;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Pollination & honey production;Importance of value;Global community;0;0
Croatia;PP Medvednica;Pollination & honey production;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Nature materials;Importance of value;Global community;0;0
Croatia;PP Medvednica;Nature materials;Economic importance of value;Global community;0;0
Croatia;PP Medvednica;Wood;Importance of value;Global community;0;0
Croatia;PP Medvednica;Wood;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Nature conservation;Importance of value;Global community;1;0
Croatia;NP Mljet;Nature conservation;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Jobs in Protected Areas;Importance of value;Global community;0;0
Croatia;NP Mljet;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Hunting;Importance of value;Global community;0;0
Croatia;NP Mljet;Hunting;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Wild food plants and mushrooms;Importance of value;Global community;0;0
Croatia;NP Mljet;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Fishing;Importance of value;Global community;0;0
Croatia;NP Mljet;Fishing;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Traditional agriculture;Importance of value;Global community;0;0
Croatia;NP Mljet;Traditional agriculture;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Livestock grazing;Importance of value;Global community;0;0
Croatia;NP Mljet;Livestock grazing;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Commercial & non-commercial water use;Importance of value;Global community;0;0
Croatia;NP Mljet;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Cultural & historical values;Importance of value;Global community;0;0
Croatia;NP Mljet;Cultural & historical values;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Specific site value;Importance of value;Global community;1;0
Croatia;NP Mljet;Medicinal herbs;Importance of value;Global community;0;0
Croatia;NP Mljet;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Tourism & recreation;Importance of value;Global community;1;0
Croatia;NP Mljet;Tourism & recreation;Economic importance of value;Global community;1;0
Croatia;NP Mljet;Building knowledge;Importance of value;Global community;1;0
Croatia;NP Mljet;Building knowledge;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Formal & informal education;Importance of value;Global community;0;0
Croatia;NP Mljet;Formal & informal education;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Genetic material;Importance of value;Global community;0;0
Croatia;NP Mljet;Genetic material;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Climate change mitigation;Importance of value;Global community;0;0
Croatia;NP Mljet;Climate change mitigation;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Soil stabilization;Importance of value;Global community;0;0
Croatia;NP Mljet;Soil stabilization;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Flood prevention;Importance of value;Global community;0;0
Croatia;NP Mljet;Flood prevention;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Water quality & quantity;Importance of value;Global community;0;0
Croatia;NP Mljet;Water quality & quantity;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Pollination & honey production;Importance of value;Global community;0;0
Croatia;NP Mljet;Pollination & honey production;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Nature materials;Importance of value;Global community;0;0
Croatia;NP Mljet;Nature materials;Economic importance of value;Global community;0;0
Croatia;NP Mljet;Wood;Importance of value;Global community;0;0
Croatia;NP Mljet;Wood;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Nature conservation;Importance of value;Global community;0;0
Croatia;NP Paklenica;Nature conservation;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Jobs in Protected Areas;Importance of value;Global community;0;0
Croatia;NP Paklenica;Jobs in Protected Areas;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Hunting;Importance of value;Global community;0;0
Croatia;NP Paklenica;Hunting;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Wild food plants and mushrooms;Importance of value;Global community;0;0
Croatia;NP Paklenica;Wild food plants and mushrooms;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Fishing;Importance of value;Global community;0;0
Croatia;NP Paklenica;Fishing;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Traditional agriculture;Importance of value;Global community;0;0
Croatia;NP Paklenica;Traditional agriculture;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Livestock grazing;Importance of value;Global community;0;0
Croatia;NP Paklenica;Livestock grazing;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Commercial & non-commercial water use;Importance of value;Global community;0;0
Croatia;NP Paklenica;Commercial & non-commercial water use;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Cultural & historical values;Importance of value;Global community;0;0
Croatia;NP Paklenica;Cultural & historical values;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Specific site value;Importance of value;Global community;2;0
Croatia;NP Paklenica;Medicinal herbs;Importance of value;Global community;0;0
Croatia;NP Paklenica;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Medicinal herbs;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Tourism & recreation;Importance of value;Global community;1;0
Croatia;NP Paklenica;Tourism & recreation;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Building knowledge;Importance of value;Global community;1;0
Croatia;NP Paklenica;Building knowledge;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Formal & informal education;Importance of value;Global community;1;0
Croatia;NP Paklenica;Formal & informal education;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Genetic material;Importance of value;Global community;0;0
Croatia;NP Paklenica;Genetic material;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Climate change mitigation;Importance of value;Global community;0;0
Croatia;NP Paklenica;Climate change mitigation;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Soil stabilization;Importance of value;Global community;0;0
Croatia;NP Paklenica;Soil stabilization;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Flood prevention;Importance of value;Global community;0;0
Croatia;NP Paklenica;Flood prevention;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Water quality & quantity;Importance of value;Global community;0;0
Croatia;NP Paklenica;Water quality & quantity;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Pollination & honey production;Importance of value;Global community;0;0
Croatia;NP Paklenica;Pollination & honey production;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Nature materials;Importance of value;Global community;0;0
Croatia;NP Paklenica;Nature materials;Economic importance of value;Global community;0;0
Croatia;NP Paklenica;Wood;Importance of value;Global community;0;0
Croatia;NP Paklenica;Wood;Economic importance of value;Global community;0;0
Croatia;PP Papuk;Nature conservation;Importance of value;Global community;2;0
Croatia;PP Papuk;Nature conservation;Economic importance of value;Global community;0;0
Croatia;PP Papuk;Jobs in Protected Areas;Importance of value;Global community;0;0
