Country	Protected area	Group name	Question	Type of value	Stakeholder	Value	Potential (value)
Kosovo	NP Sharri	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	1	0
Kosovo	NP Sharri	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	1	0
Kosovo	NP Sharri	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Materials	Nature materials	Economic importance of value	Bussiness sector	1	0
Kosovo	NP Sharri	Materials	Wood	Importance of value	Bussiness sector	0	0
Kosovo	NP Sharri	Materials	Wood	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to food	Hunting	Importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Values related to food	Hunting	Economic importance of value	Bussiness sector	1	1
Montenegro	NP Skadarsko Jezero	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to food	Fishing	Economic importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	2	0
Montenegro	NP Skadarsko Jezero	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	2	0
Montenegro	NP Skadarsko Jezero	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	2	0
Montenegro	NP Skadarsko Jezero	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	2	0
Montenegro	NP Skadarsko Jezero	Knowledge	Building knowledge	Importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Knowledge	Formal & informal education	Importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	2	0
Montenegro	NP Skadarsko Jezero	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Materials	Nature materials	Economic importance of value	Bussiness sector	1	0
Montenegro	NP Skadarsko Jezero	Materials	Wood	Importance of value	Bussiness sector	0	0
Montenegro	NP Skadarsko Jezero	Materials	Wood	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Hunting	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Hunting	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Fishing	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	1
Bosnia and Herzegovina	NP Sutjeska	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	1	1
Bosnia and Herzegovina	NP Sutjeska	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Knowledge	Formal & informal education	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Sutjeska	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Materials	Nature materials	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Materials	Wood	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Sutjeska	Materials	Wood	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Hunting	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Hunting	Economic importance of value	Bussiness sector	1	0
Serbia	NP Tara	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	1	1
Serbia	NP Tara	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Fishing	Economic importance of value	Bussiness sector	1	0
Serbia	NP Tara	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	2	1
Serbia	NP Tara	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Serbia	NP Tara	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	1	0
Serbia	NP Tara	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	1	1
Serbia	NP Tara	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Knowledge	Formal & informal education	Importance of value	Bussiness sector	1	0
Serbia	NP Tara	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	1	1
Serbia	NP Tara	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	1	0
Serbia	NP Tara	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	2	0
Serbia	NP Tara	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Materials	Nature materials	Economic importance of value	Bussiness sector	0	0
Serbia	NP Tara	Materials	Wood	Importance of value	Bussiness sector	0	0
Serbia	NP Tara	Materials	Wood	Economic importance of value	Bussiness sector	2	0
Croatia	PP Telašćica	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	2	0
Croatia	PP Telašćica	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	1	0
Croatia	PP Telašćica	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to food	Hunting	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to food	Hunting	Economic importance of value	Bussiness sector	1	0
Croatia	PP Telašćica	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	0	1
Croatia	PP Telašćica	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to food	Fishing	Economic importance of value	Bussiness sector	2	1
Croatia	PP Telašćica	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	2	1
Croatia	PP Telašćica	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	0	1
Croatia	PP Telašćica	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	1	0
Croatia	PP Telašćica	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	1	1
Croatia	PP Telašćica	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Croatia	PP Telašćica	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	1
Croatia	PP Telašćica	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	1	0
Croatia	PP Telašćica	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	1	1
Croatia	PP Telašćica	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Knowledge	Formal & informal education	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Knowledge	Genetic material	Importance of value	Bussiness sector	1	0
Croatia	PP Telašćica	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Materials	Nature materials	Economic importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Materials	Wood	Importance of value	Bussiness sector	0	0
Croatia	PP Telašćica	Materials	Wood	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Hunting	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Hunting	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Fishing	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	1	0
Albania	NP Thethi	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Albania	NP Thethi	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	1	1
Albania	NP Thethi	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Knowledge	Formal & informal education	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Knowledge	Genetic material	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Knowledge	Genetic material	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Materials	Nature materials	Economic importance of value	Bussiness sector	0	0
Albania	NP Thethi	Materials	Wood	Importance of value	Bussiness sector	0	0
Albania	NP Thethi	Materials	Wood	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Hunting	Importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Values related to food	Hunting	Economic importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	2	0
Slovenia	NP Triglav	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Fishing	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Traditional agriculture	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Traditional agriculture	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Livestock grazing	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to food	Livestock grazing	Economic importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Values related to water	Commercial & non-commercial water use	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Values related to water	Commercial & non-commercial water use	Economic importance of value	Bussiness sector	2	0
Slovenia	NP Triglav	Cultural and historical values	Cultural & historical values	Importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Cultural and historical values	Cultural & historical values	Economic importance of value	Bussiness sector	0	1
Slovenia	NP Triglav	Cultural and historical values	Specific site value	Importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Health and recreation values	Medicinal herbs	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Health and recreation values	Medicinal herbs	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Health and recreation values	Tourism & recreation	Importance of value	Bussiness sector	2	0
Slovenia	NP Triglav	Health and recreation values	Tourism & recreation	Economic importance of value	Bussiness sector	2	0
Slovenia	NP Triglav	Knowledge	Building knowledge	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Knowledge	Building knowledge	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Knowledge	Formal & informal education	Importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Knowledge	Formal & informal education	Economic importance of value	Bussiness sector	1	1
Slovenia	NP Triglav	Knowledge	Genetic material	Importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Knowledge	Genetic material	Economic importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Environmental services	Climate change mitigation	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Climate change mitigation	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Soil stabilization	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Soil stabilization	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Flood prevention	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Flood prevention	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Water quality & quantity	Importance of value	Bussiness sector	2	0
Slovenia	NP Triglav	Environmental services	Water quality & quantity	Economic importance of value	Bussiness sector	2	0
Slovenia	NP Triglav	Environmental services	Pollination & honey production	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Environmental services	Pollination & honey production	Economic importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Materials	Nature materials	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Materials	Nature materials	Economic importance of value	Bussiness sector	1	0
Slovenia	NP Triglav	Materials	Wood	Importance of value	Bussiness sector	0	0
Slovenia	NP Triglav	Materials	Wood	Economic importance of value	Bussiness sector	2	1
Bosnia and Herzegovina	NP Una	Nature conservation values	Nature conservation	Importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Nature conservation values	Nature conservation	Economic importance of value	Bussiness sector	1	0
Bosnia and Herzegovina	NP Una	Management values	Jobs in Protected Areas	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Management values	Jobs in Protected Areas	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Hunting	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Hunting	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Wild food plants and mushrooms	Importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Wild food plants and mushrooms	Economic importance of value	Bussiness sector	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Fishing	Importance of value	Bussiness sector	0	0
